"QID","value"
"Q317237","124007"
"Q228739","130477"
"Q2744679","1325454"
"Q361412","148547"
"Q580587","150977"
"Q51522","153768"
"Q197471","1539829"
"Q95111","189339"
"Q314301","210703"
"Q270672","32981"
"Q234778","33255"
"Q55444","43649"
"Q207739","115700"
"Q259453","144799"
"Q2011506","147615"
"Q2748009","150460"
"Q1364339","156322"
"Q55369","186381"
"Q17039784","197243"
"Q230383","536675"
"Q4500","71422"
"Q166159","96716"
"Q3161874","110965"
"Q63928443","111123"
"Q228865","11256879"
"Q2844557","11387735"
"Q200514","135406"
"Q603089","1407733"
"Q4726037","142652"
"Q1680915","144793"
"Q6702936","152752"
"Q318734","157263"
"Q229241","161383"
"Q4404293","170600"
"Q2861964","171110"
"Q1145951","174490"
"Q266166","175585"
"Q33977","349950"
"Q489559","64874"
"Q1375484","96446"
"Q229147","127351"
"Q6789048","127667"
"Q230084","143796"
"Q183178","145965"
"Q86348","185512"
"Q292081","67014"
"Q64150","716029"
"Q3103980","85490"
"Q230659","93324"
"Q897981","946748"
"Q15448682","112330"
"Q254205","132533"
"Q448729","143362"
"Q310551","150652"
"Q445772","1516685"
"Q28370171","155789"
"Q1209826","196977"
"Q4355500","203576"
"Q236204","213072"
"Q193509","517063"
"Q192762","526136"
"Q168721","54088"
"Q3428829","58846"
"Q271569","87075"
"Q6073567","1193462"
"Q710888","142989"
"Q89059620","150185"
"Q70908171","150768"
"Q467563","152248"
"Q95143","159115"
"Q3011954","1630595"
"Q106669","170506"
"Q315380","175355"
"Q311068","175472"
"Q727726","197767"
"Q707538","343822"
"Q912067","46967"
"Q4755055","53298"
"Q6775506","68804"
"Q3511511","689341"
"Q1190057","857236"
"Q683399","896128"
"Q3074303","103989"
"Q223408","107308"
"Q139712","110294"
"Q20082588","122577"
"Q433583","157816"
"Q433113","165794"
"Q600233","179183"
"Q258416","192724"
"Q106881","199339"
"Q229187","201891"
"Q139052","211688"
"Q161916","342811"
"Q465628","50930"
"Q51516","513960"
"Q233619","544941"
"Q240872","98881"
"Q183542","109914"
"Q318249","133427"
"Q1701254","144584"
"Q1139435","152683"
"Q657828","167694"
"Q62323","172261"
"Q724695","173829"
"Q235870","174534"
"Q2388158","187274"
"Q6167331","204711"
"Q242206","343028"
"Q382210","537380"
"Q1332764","66837"
"Q232927","76609"
"Q2376200","801523"
"Q236157","857187"
"Q10791278","1112461"
"Q454129","1205322"
"Q283988","127070"
"Q237864","131567"
"Q550703","137069"
"Q577680","147886"
"Q11866758","152166"
"Q3807704","154313"
"Q239583","192134"
"Q3083008","19397"
"Q18926959","209031"
"Q295964","60239"
"Q1442301","64129"
"Q298818","100774"
"Q53048","124121"
"Q4333338","1294381"
"Q529851","136087"
"Q104049","153567"
"Q2522555","154492"
"Q333544","168365"
"Q2632","183298"
"Q168763","195426"
"Q106940","196521"
"Q7340647","203773"
"Q338177","206040"
"Q452400","209462"
"Q31294","35911"
"Q193555","65477"
"Q656507","76243"
"Q230512","877692"
"Q110467607","1299760"
"Q285642","171119"
"Q1681105","342093"
"Q72267","48461"
"Q548823","534110"
"Q376140","101765"
"Q235221","102811"
"Q9086104","1304905"
"Q366703","142737"
"Q453094","157851"
"Q562874","172322"
"Q918558","173324"
"Q15622026","174433"
"Q275799","193801"
"Q40572","351936"
"Q2082056","540487"
"Q547495","60055"
"Q710131","61668"
"Q1358712","68643"
"Q234615","710366"
"Q459278","95230"
"Q6555223","1016788"
"Q437696","1062420"
"Q2610508","1159257"
"Q2449272","126975"
"Q743907","170022"
"Q458589","173195"
"Q175142","175963"
"Q233732","191819"
"Q928362","200711"
"Q3111305","202716"
"Q217573","205884"
"Q229979","341035"
"Q553454","43486"
"Q229156","546673"
"Q133313","78535"
"Q274081","88647"
"Q170574","90846"
"Q309214","95178"
"Q259240","1061442"
"Q242936","1160974"
"Q345800","118617"
"Q55303","171619"
"Q1354181","189711"
"Q259537","210077"
"Q370188","81942"
"Q231660","102883"
"Q93636178","1274024"
"Q3532221","130710"
"Q549942","134823"
"Q3544122","1501881|0"
"Q1358541","152974"
"Q78469","171914"
"Q1684856","184352"
"Q206659","72194"
"Q136209","73611"
"Q310934","76864"
"Q6136785","93037"
"Q236479","105602"
"Q3640017","1471107"
"Q312702","155895"
"Q266335","156991"
"Q448587","191536"
"Q230203","543815"
"Q337206","80172"
"Q55264","109397"
"Q460474","110816"
"Q6768622","1152413"
"Q3528672","127703"
"Q444988","132239"
"Q3561605","143850"
"Q202735","191675"
"Q1969967","209785"
"Q150651","28893"
"Q234101","84466"
"Q128532","96212"
"Q203804","166046"
"Q110154","188463"
"Q72756","201402"
"Q242725","202531"
"Q55424","203648"
"Q19600377","204868"
"Q229009","207811"
"Q450958","211856"
"Q446427","38743"
"Q231730","511395"
"Q1029099","78504"
"Q2643","81923"
"Q13575399","108217"
"Q3787526","11471624"
"Q232072","116627"
"Q208558","118671"
"Q97467305","153325"
"Q3177509","191728"
"Q441685","43925"
"Q233873","68801"
"Q450728","88739"
"Q2277258","1170759"
"Q358379","129882"
"Q467760","148709"
"Q6252164","148834"
"Q3905521","173075"
"Q264759","195946"
"Q359491","215037"
"Q711022","515616"
"Q72911","81126"
"Q256164","93337"
"Q1268936","11038860"
"Q3935797","11399093"
"Q633222","135134"
"Q719330","361004"
"Q242155","369301"
"Q207578","517735"
"Q189415","68299"
"Q2261020","720946"
"Q5534124","903529"
"Q545858","103805"
"Q443961","142200"
"Q365199","211433"
"Q503545","343363"
"Q298799","345438"
"Q543124","82404"
"Q459211","111121"
"Q4076294","11232676"
"Q4095136","11333501"
"Q1370701","115352"
"Q232863","161117"
"Q53034","162163"
"Q106126","177382"
"Q51498","178509"
"Q230136","209792"
"Q25132","351361"
"Q1367078","518492"
"Q5443","68274"
"Q228733","1209823"
"Q3184900","134172"
"Q229266","162275"
"Q450981","166682"
"Q105923734","1017600"
"Q715276","109494"
"Q4171717","12765285"
"Q286717","157751"
"Q442309","123329"
"Q314342","167373"
"Q363005","178458"
"Q287824","181514"
"Q16466617","181700"
"Q9544977","200210"
"Q1389078","204558"
"Q946859","210090"
"Q1710546","349760"
"Q288620","770706"
"Q9098082","795187"
"Q350194","849750"
"Q106365","91063"
"Q3132212","11391427"
"Q2374504","117991"
"Q3242448","1434190"
"Q229232","187518"
"Q298347","551020"
"Q952205","63917"
"Q3127850","65495|66705"
"Q88143","65572"
"Q709398","671230"
"Q767499","834002"
"Q168359","121608"
"Q202172","124923"
"Q16758","143628"
"Q230035","153328"
"Q2719909","158998"
"Q5852710","171338"
"Q310785","202885"
"Q263241","205749"
"Q320036","205803"
"Q1372180","206030"
"Q1334296","91523"
"Q99035","95463"
"Q3259437","11207229"
"Q5683085","11383113"
"Q51472","120701"
"Q5032109","134617"
"Q232541","148118"
"Q25120","148300"
"Q461726","164759"
"Q966078","165352"
"Q470591","170784"
"Q254588","171158"
"Q727786","196549"
"Q266694","209593"
"Q37924388","22276"
"Q3257522","39433|99886"
"Q175104","85847"
"Q272896","88877"
"Q3273787","895321"
"Q111230","113360"
"Q1126956","138465"
"Q230128","149061"
"Q55462","152478"
"Q111337462","181804"
"Q358403","201027"
"Q240774","204830"
"Q230516","513251"
"Q167522","550165"
"Q262820","65276"
"Q1034128","77588"
"Q232951","115936"
"Q435455","118771"
"Q3101750","126645"
"Q3512602","138043"
"Q110374","149065"
"Q657509","1568006"
"Q446493","166203"
"Q298368","172177"
"Q13560481","182350"
"Q63928673","183275"
"Q18348603","186331"
"Q447225","189807"
"Q3372411","203487"
"Q115735","207468"
"Q200566","3494716"
"Q234955","368054"
"Q594401","65264"
"Q3395911","11420613"
"Q349391","132793"
"Q271109","153534"
"Q224021","159134"
"Q55818681","184065"
"Q16090127","194792"
"Q298025","204893"
"Q927415","206825"
"Q3554229","727920"
"Q1228933","78803"
"Q4356472","83277"
"Q65932","88825"
"Q55401","133280"
"Q271523","103899"
"Q395494","1056609"
"Q16096986","114031"
"Q55238","115240"
"Q2477748","117203"
"Q367032","140480"
"Q83492","144454"
"Q83484","156555"
"Q263596","887799"
"Q7609989","130538"
"Q500516","143764"
"Q95089","164119"
"Q18645851","177922"
"Q668925","187613"
"Q719263","188685"
"Q2855650","369522"
"Q1370195","68718"
"Q295498","801427"
"Q4962255","102214"
"Q5213110","1588458"
"Q21176357","43583"
"Q3101208","1096754"
"Q5293332","154295"
"Q3090787","158334"
"Q5268209","163191"
"Q72291","174059"
"Q5549650","351907"
"Q296641","515327"
"Q272944","81642"
"Q726283","86572"
"Q5273120","968629"
"Q524930","1101053"
"Q181407","131241"
"Q475703","147755"
"Q5346232","1478098"
"Q36980","150152"
"Q2511033","1506213"
"Q529160","184471"
"Q2960275","186149"
"Q103784","187215"
"Q18392126","208919"
"Q189526","46596"
"Q76392","62889"
"Q5341489","648104"
"Q6205830","65206"
"Q210447","79973"
"Q5336640","813843|43661"
"Q1018614","82588"
"Q193653","146687"
"Q2865317","162735"
"Q1384404","165462"
"Q495549","192127"
"Q242416","44966"
"Q75177","564377"
"Q5525025","11184094"
"Q214309","139705"
"Q7132254","1490937"
"Q220698","150529"
"Q240896","199414"
"Q162492","62177"
"Q34436","95439"
"Q608022","118557"
"Q781889","1244621"
"Q1151944","144744"
"Q254766","1468089"
"Q2466933","194648"
"Q438445","349779"
"Q28556","1018303"
"Q1187504","109996"
"Q50132028","345576"
"Q317272","129888"
"Q231221","134890"
"Q29584344","1602428"
"Q357183","3893605"
"Q51570","86421"
"Q205314","111595"
"Q231187","131561"
"Q168847","137611"
"Q3751926","177617"
"Q253553","184513"
"Q105656926","344286"
"Q72235374","353425"
"Q316641","76612"
"Q7327745","127989"
"Q310322","170281"
"Q3953565","66670"
"Q1376690","115810"
"Q455876","142721"
"Q63928411","175297"
"Q55796","196054"
"Q231951","339447"
"Q232371","364298"
"Q125904","512410"
"Q317024","515678"
"Q311332","116573"
"Q1281080","135015"
"Q348066","143006"
"Q316957","145697"
"Q106204","194183"
"Q6038628","2857453"
"Q3176460","353416"
"Q727904","70772"
"Q104183","71895"
"Q6075016","834949"
"Q6111053","11144231"
"Q6146787","1574899"
"Q103946","187231"
"Q439798","179962"
"Q107730","346401"
"Q549287","88169"
"Q4275889","1174938"
"Q3023069","141034"
"Q240460","143641"
"Q233742","569977"
"Q19873212","929074"
"Q3161154","1028309"
"Q2748374","135780"
"Q3053163","147942"
"Q1350623","150713"
"Q1305150","157767"
"Q488335","161370"
"Q232532","185618"
"Q78508","186040"
"Q271867","187326"
"Q1691628","195046"
"Q1452440","205996"
"Q193668","359534"
"Q457250","82745"
"Q512818","891304"
"Q103646","89683"
"Q118822","902194"
"Q2060373","92806"
"Q191084","101945"
"Q34851","189524"
"Q163249","352142"
"Q476825","1065372"
"Q294641","107897"
"Q4461502","1502618"
"Q443585","164705"
"Q428819","344856"
"Q220836","366880"
"Q47213","775653"
"Q170576","97154"
"Q5799862","1023794"
"Q242580","369102"
"Q199927","80648"
"Q56016","85052"
"Q477361","90944"
"Q3329391","999168"
"Q329577","128141"
"Q107069","143196"
"Q180919","208984"
"Q236148","736384"
"Q1997163","737116"
"Q213574","82818"
"Q234610","83905"
"Q4678990","11536026"
"Q51559","117539"
"Q4020166","188891"
"Q6376578","209255"
"Q237214","348214"
"Q270153","568698"
"Q449087","863364"
"Q912200","91395"
"Q281404","126243"
"Q3104214","134262"
"Q349448","142165"
"Q271419","146433"
"Q1277039","152179"
"Q15513587","106988"
"Q1790788","142903"
"Q61356","155684"
"Q720581","160374"
"Q152713","91392"
"Q3925","100310"
"Q155116","127593"
"Q236347","1303763"
"Q235346","151905"
"Q630981","177215"
"Q240157","517730"
"Q4440","534426"
"Q485557","1234197"
"Q4979079","1426543"
"Q4980272","142958"
"Q211415","144694"
"Q6258928","183407"
"Q725060","184577"
"Q310295","196802"
"Q41672663","209746"
"Q2630467","354854"
"Q963194","61982"
"Q51537","140926"
"Q180453","148174"
"Q124057","47807"
"Q82995038","51802"
"Q195718","545243"
"Q255794","69497"
"Q316602","76019"
"Q6779122","772094"
"Q438065","903395"
"Q299309","119228"
"Q83859","131622"
"Q543004","138053"
"Q468435","142191"
"Q3082744","143073"
"Q459678","143078"
"Q239854","146491"
"Q3308567","199194"
"Q618352","1010988"
"Q6185685","11345603"
"Q966754","148338"
"Q178552","166220"
"Q264596","196775"
"Q966693","211681"
"Q72893","116957"
"Q256144","167204"
"Q449602","83690"
"Q240933","162407"
"Q314290","183076"
"Q6409031","11339331"
"Q56011","119652"
"Q238671","125739"
"Q361670","186416"
"Q309592","341088"
"Q6408632","348744"
"Q233237","826412"
"Q1181089","96358"
"Q468476","104171"
"Q1215287","1141056"
"Q2975587","207334"
"Q7162594","207749"
"Q2052126","352952"
"Q1494912","106426"
"Q456055","116635"
"Q228899","126286"
"Q1332244","134133"
"Q230555","191988"
"Q2606409","211593"
"Q662257","340442"
"Q319204","340853"
"Q3142266","353984"
"Q350422","86540"
"Q1701859","86994"
"Q6525425","93201"
"Q470831","156888"
"Q42574","27555"
"Q172261","120420"
"Q1392358","135488"
"Q312483","1472731"
"Q202148","160584"
"Q981418","64436"
"Q6771509","1419768"
"Q965918","197249"
"Q6795343","200417"
"Q14918002","341599"
"Q1348110","68773"
"Q19864571","120470"
"Q234539","1445632"
"Q606380","179393"
"Q104067","201192"
"Q321344","97057"
"Q358306","365419"
"Q437613","712500"
"Q703759","108659"
"Q211040","127465"
"Q220536","559975"
"Q27055270","1103149"
"Q3772","189032"
"Q7129208","124288"
"Q270533","212808"
"Q44077","369508"
"Q55215","977903"
"Q462176","181068"
"Q7794437","191495"
"Q704752","192759"
"Q7245579","126118"
"Q7267193","12736338"
"Q465676","164459"
"Q319133","336494"
"Q49020","49153"
"Q435050","520028"
"Q317343","540003"
"Q43252","116314"
"Q332315","166670"
"Q178166","351376"
"Q44306","553243"
"Q4255126","847429"
"Q253298","88083"
"Q241498","919241"
"Q3080940","1048109"
"Q1382279","117296"
"Q153332","122980"
"Q43874","137639"
"Q19600394","206769"
"Q311314","56969"
"Q4767833","11383208"
"Q355209","171478"
"Q2420755","553276"
"Q1352043","62587"
"Q77181","94159"
"Q4893972","962637"
"Q7562716","1471969"
"Q271464","359854"
"Q296609","11190504"
"Q1161658","121098"
"Q1561788","162237"
"Q234630","175810"
"Q445452","371021"
"Q1982192","117631"
"Q166562","138073"
"Q286104","139639"
"Q2555929","150912"
"Q1346580","165421"
"Q331766","367062"
"Q1284560","148289"
"Q204590","179028"
"Q152301","188141"
"Q498420","201389"
"Q342430","347114"
"Q15782045","125721"
"Q11355248","12791844|0"
"Q190631","131260"
"Q4768680","138464"
"Q3565550","30518"
"Q470139","128569"
"Q64172969","351010"
"Q309989","154785"
"Q51489","342475"
"Q3818856","91272"
"Q1972335","175014"
"Q508248","128134"
"Q11834007","11100751"
"Q436187","157085"
"Q311517","212211"
"Q99205097","359695"
"Q1193914","144717"
"Q457975","151591"
"Q230378","99896"
"Q132952","169538"
"Q505580","344035"
"Q117392","127082"
"Q711642","142433"
"Q347711","156378"
"Q233368","339389"
"Q447709","546947"
"Q556573","119242"
"Q318088","174380"
"Q214599","198195"
"Q3496665","539947"
"Q3701686","1233538"
"Q12569944","12828582"
"Q447951","1282676"
"Q7348985","154355"
"Q1224788","555506"
"Q568509","12720825"
"Q960873","200028"
"Q297071","516411"
"Q513632","517423"
"Q55168","517551"
"Q106709","517583"
"Q294819","571419"
"Q4099299","11313198"
"Q311271","114766"
"Q106099","135150"
"Q55412","137578"
"Q44221","150015"
"Q67917","565710"
"Q356309","119195"
"Q442453","153927"
"Q105960","154755"
"Q95055","210030"
"Q55430","212456"
"Q465152","361898"
"Q116735","366331"
"Q1081714","522778"
"Q266067","537285"
"Q2978475","720010"
"Q312280","831072"
"Q16759","850764"
"Q4830761","11207387"
"Q68468","1398099"
"Q531282","148584"
"Q117479","175283"
"Q79031","361358"
"Q225933","364998"
"Q51575","510041"
"Q5298441","75114"
"Q55169","101802"
"Q342756","11402862"
"Q231058","1554133"
"Q216569","171311"
"Q468661","206513"
"Q234900","44380"
"Q180852","515555"
"Q55400","522404"
"Q539685","523035"
"Q170606","523839"
"Q139330","536895"
"Q983020","544322"
"Q6404221","559638"
"Q269731","112143"
"Q3131001","1555995"
"Q444429","159374"
"Q18938","351749"
"Q15869","360620"
"Q314133","361094"
"Q169946","361383"
"Q230605","191411"
"Q14540","525263"
"Q208685","58834"
"Q51114","933895"
"Q139253","144296"
"Q8873","158527"
"Q216748","191735"
"Q233832","196841"
"Q281991","369882"
"Q282778","677214"
"Q3290501","101289"
"Q267829","202707"
"Q7911285","1044856"
"Q208681","105678"
"Q202475","112209"
"Q441356","170097"
"Q19504","1127573"
"Q236842","155220"
"Q239770","160415"
"Q114179","72261"
"Q155775","353382"
"Q67547","915577"
"Q279225","69486"
"Q42204","203060"
"Q348050","121049"
"Q312088","140423"
"Q174311","159333"
"Q192887","367541"
"Q236005","767378"
"Q435029","767550"
"Q223033","544179"
"Q66862223","557305"
"Q234897","135469"
"Q73136","105309"
"Q235289","181256"
"Q41594","352904"
"Q60766","954483"
"Q358317","0001514"
"Q55456","120935"
"Q4141005","971953"
"Q78825","110749"
"Q6208095","1130781"
"Q229059","145202"
"Q489856","145581"
"Q435236","158567"
"Q212002","354119"
"Q7688511","11041077"
"Q87353254","1120601"
"Q23688855","1144174"
"Q717295","11490665"
"Q511110","123379"
"Q47152","1418937"
"Q230965","143731"
"Q3575094","192057"
"Q167520","199515"
"Q2476978","211112"
"Q234204","362520"
"Q24565300","524143"
"Q3430954","108218"
"Q55410","110203"
"Q41422","166988"
"Q1801047","173600"
"Q3086238","348425"
"Q233347","351031"
"Q313043","94829"
"Q269796","108350"
"Q77465","1139283"
"Q1356690","122899"
"Q432385","142113"
"Q4739346","145504"
"Q2340500","157819"
"Q5113284","185225"
"Q531312","188557"
"Q457229","192888"
"Q599657","194490"
"Q374346","340587"
"Q240976","354179"
"Q238305","358356"
"Q7704699","925928"
"Q21063015","989860"
"Q715642","102587"
"Q295803","1028624"
"Q62112703","1070849"
"Q64348500","1079829"
"Q211462","110834"
"Q180942","1122659"
"Q7803872","1173306"
"Q231450","1175756"
"Q509158","125977"
"Q121655","132716"
"Q380846","1416348"
"Q193146","150440"
"Q55170","173401"
"Q337226","189375"
"Q153292","195234"
"Q206922","364258"
"Q442547","74963"
"Q7347070","118180"
"Q448282","147791"
"Q265706","185707"
"Q193513","652255"
"Q944572","926298"
"Q296505","116892"
"Q578011","120644"
"Q152767","160129"
"Q52411","161413"
"Q450918","162343"
"Q468442","370945"
"Q28288","11044950"
"Q447843","1152457"
"Q2673","142111"
"Q7176614","162637"
"Q331717","186263"
"Q3180247","560202"
"Q3816118","676923"
"Q293067","71631"
"Q29055","719096"
"Q6182461","723536"
"Q4617","744938"
"Q270279","747135"
"Q3385135","952887"
"Q94642837","1385533"
"Q374045","82453"
"Q296887","1031960"
"Q2315802","1069939"
"Q231086","1145031"
"Q963787","138339"
"Q232874","90862"
"Q50323224","1100026"
"Q442897","11185910"
"Q15407560","142222"
"Q230138","143564"
"Q290087","150412"
"Q9393126","186692"
"Q201418","369115"
"Q1971705","128326"
"Q265991","360374"
"Q319849","535655"
"Q347408","552483"
"Q236075","8707570"
"Q7817137","147821"
"Q230289","28003"
"Q444344","4336972"
"Q28497","546302"
"Q234094","548375"
"Q271284","509489"
"Q242526","546562"
"Q5852523","556848"
"Q59821","208174"
"Q129591","364836"
"Q286022","579469"
"Q3172040","934671"
"Q983547","1197566"
"Q43044","134646"
"Q1389759","1392263"
"Q313486","1635920"
"Q215849","362685"
"Q44467","364257"
"Q1967525","773969"
"Q3189072","11186520"
"Q5066520","11226197"
"Q11704180","720784"
"Q66861","72699"
"Q1303573","772778"
"Q390870","782010"
"Q4355790","142172"
"Q2293137","142176"
"Q273136","151774"
"Q181816","64069"
"Q203268","1000326"
"Q4458928","11144309"
"Q140017","126142"
"Q242650","126587"
"Q82786","141194"
"Q3758985","1575091"
"Q2086388","1590393"
"Q80069","1612163"
"Q111074","718875"
"Q5146241","816542"
"Q681122","828377"
"Q6192787","846843"
"Q543001","989344"
"Q31943337","1103146"
"Q229416","11353498"
"Q665358","124645"
"Q2975084","125226"
"Q365682","147876"
"Q740682","151151"
"Q319725","151889"
"Q290962","204015"
"Q348868","512675"
"Q66041","539065"
"Q3326138","889525"
"Q165524","119763"
"Q239893","152918"
"Q3034313","187658"
"Q240490","520476"
"Q945579","521634"
"Q5598191","550761"
"Q1847141","939509"
"Q234141","128774"
"Q20082443","189416"
"Q171567","549194"
"Q264914","953920"
"Q17338460","11100565"
"Q731316","207678"
"Q236822","537262"
"Q606555","832359"
"Q463371","148253"
"Q2837916","1044897"
"Q350640","152270"
"Q200768","156317"
"Q464973","200956"
"Q17537157","1103145"
"Q1377336","1277341"
"Q3103904","179719"
"Q229021","1021106"
"Q4181751","1412506"
"Q207307","511626"
"Q489831","515750"
"Q244678","516618"
"Q184219","517615"
"Q203047","524208"
"Q611429","1332723"
"Q19868082","183103"
"Q355024","551621"
"Q908998","207364"
"Q23303183","1134489"
"Q41136","150000"
"Q2789690","159044"
"Q19975362","200045"
"Q434003","163230"
"Q1284241","183551"
"Q236189","351835"
"Q934467","360060"
"Q4888080","791355"
"Q253343","1639227"
"Q65105","522398"
"Q133112","338728"
"Q434717","4529387"
"Q522653","1330427"
"Q6114356","142253"
"Q18705142","13006739"
"Q296491","169430"
"Q238029","363164"
"Q106555","163556"
"Q253813","182084"
"Q181140","509474"
"Q55429","176083"
"Q4974114","355396"
"Q319001","112680"
"Q705995","1122002"
"Q55393","193367"
"Q438580","1101911"
"Q181899","162977"
"Q272972","369560"
"Q247293","171495"
"Q188792","172712"
"Q78817","75030"
"Q229669","663244"
"Q309715","95393"
"Q560592","203076"
"Q229584","340628"
"Q55208","104396"
"Q20752197","11343537"
"Q20752284","12887762"
"Q210462","364776"
"Q962221","368047"
"Q947070","790667"
"Q235845","731978"
"Q317654","97363"
"Q3821614","149986"
"Q561765","1434211"
"Q199931","363336"
"Q21168845","82118|69292"
"Q516987","1103449"
"Q2959760","202167"
"Q208590","173153"
"Q1151111","517804"
"Q234970","746133"
"Q151830","348718"
"Q18715956","93292"
"Q97797958","361043"
"Q21614619","12949639"
"Q267718","187657"
"Q230113","11392946"
"Q19848","11392985"
"Q6697043","11455771"
"Q76819","338327"
"Q268569","860390"
"Q22101641","35767|97461"
"Q272075","95636"
"Q108622","176620"
"Q3915713","1176155"
"Q255808","145878"
"Q785270","1576143"
"Q471018","90233"
"Q62352","1025669"
"Q15303933","1211951"
"Q374678","1429979"
"Q788070","1483800"
"Q450076","195344"
"Q309835","342589"
"Q223233","361796"
"Q16229874","1146051"
"Q5004353","64509"
"Q447017","68754"
"Q2424957","1001431"
"Q16107395","114615"
"Q315087","123059"
"Q628479","139155"
"Q217324","510937"
"Q266901","522704"
"Q133595","977135"
"Q229410","1142358"
"Q275310","185721"
"Q2892218","197851"
"Q130447","362166"
"Q55210","523526"
"Q23891","11055541"
"Q2110122","205071"
"Q234967","206745"
"Q2568123","671398"
"Q362616","733583"
"Q26838490","777553"
"Q228789","83683"
"Q1047230","98894"
"Q5110839","141282"
"Q238361","159308"
"Q459962","196528"
"Q188692","336470"
"Q1184704","338846"
"Q250627","539094"
"Q775425","980960"
"Q77405","103966"
"Q264199","153179"
"Q260099","154704"
"Q179152","169354"
"Q1718760","196684"
"Q483771","208909"
"Q526620","209041"
"Q2257282","210759"
"Q483379","366590"
"Q313049","521494"
"Q3241583","783312"
"Q269861","1082097"
"Q314569","1579394"
"Q268298","369407"
"Q447001","515182"
"Q235519","523291"
"Q213864","523416"
"Q55460","544984"
"Q62766","794703"
"Q83977012","987874"
"Q636653","11157375"
"Q235351","170875"
"Q49004","187592"
"Q295463","355426"
"Q205278","356616"
"Q36767","3896346"
"Q298371","159888"
"Q19519775","166368"
"Q504627","172233"
"Q229112","368812"
"Q6052959","3893318"
"Q27891742","982966"
"Q55195","155970"
"Q266445","208990"
"Q1371212","211398"
"Q1292160","89195"
"Q709133","143873"
"Q297744","150002"
"Q919750","156535"
"Q23365","160168"
"Q203165","160426"
"Q132616","202822"
"Q1343282","129670"
"Q84199","513544"
"Q364342","211995"
"Q1860448","58457"
"Q205599","110178"
"Q587156","161245"
"Q15999694","201573"
"Q152165","340295"
"Q289729","1238616"
"Q356846","117301"
"Q233843","134329"
"Q714010","158433"
"Q321365","569014"
"Q211987","184714"
"Q222008","195157"
"Q442026","919647"
"Q3308014","955756"
"Q574025","183633"
"Q261244","351335"
"Q2449260","539523"
"Q2885797","175563"
"Q1448930","194543"
"Q193744","678787"
"Q463860","853773"
"Q494393","342759"
"Q202792","351637"
"Q6701","992912"
"Q435789","1057899"
"Q15873","1200476"
"Q888121","1203683"
"Q16232660","12998344"
"Q28020865","1488699"
"Q266222","1501621"
"Q395274","3894036"
"Q446580","521761"
"Q28211","912460"
"Q2690664","913841"
"Q3106169","1253845"
"Q1374312","1576845"
"Q207773","176757"
"Q186896","343247"
"Q1985488","347017"
"Q139325","360097"
"Q310937","558560"
"Q2554417","657201"
"Q31957801","1103144"
"Q13218076","1182773"
"Q170256","1184549"
"Q193659","1193999"
"Q3625017","1208624"
"Q271575","1532483"
"Q516390","1570727"
"Q306403","357734"
"Q188500","359314"
"Q40337","537511"
"Q45292","1023929"
"Q1685888","1027054"
"Q318475","140552"
"Q66724892","2858056"
"Q45923","1072785"
"Q3049395","1200297"
"Q586772","1246919"
"Q7561732","1184996"
"Q193278","196666"
"Q3304418","3688182"
"Q727562","98570"
"Q1189379","1401251"
"Q2946867","523342"
"Q312705","341707"
"Q58876418","1008064"
"Q1496715","1237738"
"Q315118","364261"
"Q233563","1018560"
"Q2262485","1635383"
"Q24335234","12929000"
"Q6103913","1593494"
"Q248179","362593"
"Q3110797","544502"
"Q469347","1178005"
"Q469759","156060"
"Q19668136","554632"
"Q230190","370098"
"Q264391","11406039"
"Q2595190","1630548"
"Q9314659","640678"
"Q29328","1129209"
"Q4199518","1053020"
"Q45207","1053864"
"Q99292183","1074244"
"Q7146920","1088093"
"Q19665912","1096302"
"Q4245080","1120878"
"Q664373","1128720"
"Q1100609","1131371"
"Q91460668","1143825"
"Q62510","1173282"
"Q510848","1174672"
"Q314427","1197139"
"Q1260701","1242189"
"Q11454655","1247967"
"Q3216358","1274689"
"Q4360495","1297394"
"Q26702637","12953705"
"Q26704283","13044590"
"Q360528","514868"
"Q380178","1151078"
"Q253183","11331640"
"Q181490","82717"
"Q66854777","1226583"
"Q314142","213141"
"Q1018355","106159"
"Q138005","99745"
"Q270560","125807"
"Q2087290","1539967"
"Q3814113","1026204"
"Q13560423","12874948"
"Q203215","199905"
"Q51547","206104"
"Q229535","509504"
"Q1974920","693895"
"Q24632","718189"
"Q71662","731062"
"Q1408782","922263"
"Q953257","155994"
"Q2924560","207747|23899"
"Q314067","11412343"
"Q353159","9218184"
"Q3260048","11449516"
"Q3267394","81157|102608"
"Q91234782","11414941"
"Q3494124","1340718"
"Q3561885","0|149821"
"Q68302346","11039390"
"Q1126128","1621218"
"Q3826145","1316764"
"Q4457602","11441397"
"Q4409089","741771"
"Q4415046","8715645"
"Q4757535","12931904"
"Q1687736","931447"
"Q67247254","C33051"
"Q5898350","6600|70993"
"Q6312433","185447|91506"
"Q6308246","83261|91090"
"Q7336358","1521301"
"Q8346586","4606185"
"Q61949079","11108917"
"Q16021057","11221788"
"Q475162","656626"
"Q98413025","1139270"
"Q6174538","1412205"
"Q11894483","13038894"
"Q12057690","12922255"
"Q12303009","12793335"
"Q231203","1376341"
"Q236364","11247796"
"Q532936","11053131"
"Q110379","565683"
"Q607190","1530964"
"Q19668639","1479899"
"Q104670","11136650"
"Q3130357","1615193"
"Q10752408","11047787"
